,0,1,2,3
589,591,B. Humphreys | 19 | CB,-,
590,592,R. Mundle | 19 | N/A,-,
591,593,M. Craig | 19 | CM,-,
592,594,J. Gordon | 19 | FW,-,
593,595,T. Cannon | 20 | FW,-,
594,596,L. Warrington | 20 | N/A,-,
595,597,Z. Iqbal | 19 | N/A,-,
596,598,W. Marçal | 20 | N/A,-,
597,599,K. McAteer | 21 | WAM,-,
598,600,F. Marschall | 19 | GK,-,
599,601,L. Chambers | 18 | N/A,-,
600,602,J. Gelhardt | 20 | FW,-,
601,603,G. Rutter | 20 | FW,-,
602,604,S. Charles | 19 | CB,-,
603,605,K. Hein | 20 | GK,-,
604,606,J. Hill | 20 | CB,-,
605,607,H. Davies | 19 | GK,-,
606,608,M. Mudryk | 21 | WAM,-,
607,609,N. Ahamada | 20 | CM,-,
608,610,J. van Hecke | 22 | CB,-,
609,611,D. Gyabi | 18 | FW,-,
610,612,J. Chilokoa-Mullen | 18 | N/A,-,
611,613,S. Shoretire | 18 | FW,-,
612,614,A. Hickey | 20 | FB,-,
613,615,N. O'Reilly | 17 | N/A,-,
614,616,B. Greenwood | 19 | N/A,-,
615,617,R. Welch | 19 | N/A,-,
616,618,O. Hammond | 20 | N/A,-,
617,619,L. Payne | 18 | N/A,-,
618,620,J. Durán | 19 | FW,-,
619,621,B. Traoré | 21 | CM,-,
620,622,R. Lewis | 18 | FB,-,
621,623,A. Bella-Kotchap | 21 | CB,-,
622,624,L. Hjelde | 19 | CB,-,
623,625,I. Zabarnyi | 20 | CB,-,
624,626,C. Chukwuemeka | 19 | WAM,-,
625,627,S. Revan | 19 | N/A,-,
626,628,Marquinhos | 19 | CM,-,
627,629,J. Wright | 18 | GK,-,
628,630,V. Kristiansen | 20 | FB,-,
629,631,P. Sarr | 20 | CM,-,
630,632,M. Perrone | 19 | CAM,-,
631,633,K. Hegyi | 20 | GK,-,
632,634,S. McAllister | 20 | CAM,-,
633,635,J. Whitworth | 18 | GK,-,
634,636,D. Mubama | 18 | FW,-,
635,637,L. Hall | 18 | FB,-,
636,638,F. Pellistri | 21 | WAM,-,
637,639,C. Ramsay | 19 | N/A,-,
638,640,T. Iroegbunam | 19 | CM,-,
639,641,J. Stansfield | 20 | WAM,-,
640,642,S. Edozie | 19 | WAM,-,
641,643,H. Bueno | 20 | FB,-,
642,644,D. Monteiro | 17 | N/A,-,
643,645,I. Price | 19 | CM,-,
644,646,C. Peupion | 20 | CAM,-,
645,647,H. Vale | 19 | WAM,-,
